index,label,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_gray,std_gray,sat_mean,tissue_proxy_ratio_sat_gt_0p12,black_ratio_gray_lt_0p05,blue_dominance_ratio_b_gt_r,pink_proxy_ratio,min_pixel,max_pixel
557,1.0,0.7355587482452393,0.561642587184906,0.805793046951294,0.24627406895160675,0.26975294947624207,0.17781290411949158,0.6414766907691956,0.24902524054050446,0.3501908481121063,0.8299696180555556,0.0,0.7006293402777778,0.7287326388888888,0.019607843831181526,1.0
565,1.0,0.7288411259651184,0.5798245668411255,0.8047376871109009,0.24940231442451477,0.27850598096847534,0.18053096532821655,0.6500206589698792,0.25643453001976013,0.329328715801239,0.7922092013888888,0.0,0.7484809027777778,0.7192925347222222,0.027450980618596077,1.0
603,1.0,0.7361472249031067,0.5175496935844421,0.8039514422416687,0.21508806943893433,0.23047524690628052,0.15098005533218384,0.6155601143836975,0.21121267974376678,0.38829460740089417,0.8929036458333334,0.0,0.7588975694444444,0.7289496527777778,0.01568627543747425,1.0
705,1.0,0.7234592437744141,0.5435619354248047,0.7967537045478821,0.25014713406562805,0.2657332420349121,0.17913123965263367,0.6262151002883911,0.24775782227516174,0.36478790640830994,0.8549262152777778,0.0,0.6940104166666666,0.7054036458333334,0.01568627543747425,1.0
778,1.0,0.7097102999687195,0.5472452640533447,0.7886335849761963,0.2611275613307953,0.27866584062576294,0.1881750375032425,0.6233406066894531,0.2607611417770386,0.35923904180526733,0.8363715277777778,0.0,0.7008463541666666,0.6764322916666666,0.01568627543747425,1.0
838,1.0,0.7298943400382996,0.5113494396209717,0.7965388298034668,0.23845243453979492,0.2482944279909134,0.168809711933136,0.609205961227417,0.2306850105524063,0.39816850423812866,0.8872612847222222,0.0,0.6743706597222222,0.7071397569444444,0.0117647061124444,1.0
906,1.0,0.7776849865913391,0.594370424747467,0.8340613842010498,0.22943054139614105,0.2630298137664795,0.1636420339345932,0.6765062808990479,0.23826618492603302,0.32832905650138855,0.8128255208333334,0.0,0.6115451388888888,0.7625868055555556,0.027450980618596077,1.0
1064,1.0,0.7237064838409424,0.5261566042900085,0.7949231863021851,0.2405845671892166,0.26451876759529114,0.17359225451946259,0.6158633828163147,0.2428705245256424,0.3834821879863739,0.8594835069444444,0.0,0.7494574652777778,0.6974826388888888,0.01568627543747425,1.0
1083,1.0,0.7344005107879639,0.5575567483901978,0.8060938119888306,0.23765134811401367,0.2598114013671875,0.17044730484485626,0.6387662887573242,0.2396453469991684,0.3512973487377167,0.8459201388888888,0.0,0.7281901041666666,0.734375,0.019607843831181526,1.0
1101,1.0,0.7398645877838135,0.505841076374054,0.8027194738388062,0.22608764469623566,0.23140203952789307,0.15774211287498474,0.6096582412719727,0.21540366113185883,0.40397801995277405,0.9060329861111112,0.0,0.6563585069444444,0.7217881944444444,0.0117647061124444,1.0
1257,1.0,0.7669623494148254,0.5931530594825745,0.8291432857513428,0.22100111842155457,0.26327264308929443,0.1589379608631134,0.6720249652862549,0.23364925384521484,0.32296374440193176,0.7684461805555556,0.0006510416666666666,0.7651909722222222,0.7760416666666666,0.003921568859368563,1.0
1576,1.0,0.7819538712501526,0.5752451419830322,0.837175726890564,0.19276349246501923,0.22224442660808563,0.13775025308132172,0.6669111251831055,0.19700837135314941,0.3398497402667999,0.8707682291666666,0.0,0.7820095486111112,0.833984375,0.01568627543747425,1.0
1751,1.0,0.741963267326355,0.5276713967323303,0.8080081939697266,0.22232729196548462,0.23071080446243286,0.15437805652618408,0.6237030625343323,0.21381635963916779,0.37903013825416565,0.9024522569444444,0.0,0.6928168402777778,0.7303602430555556,0.019607843831181526,1.0
1784,1.0,0.7317482829093933,0.48708978295326233,0.794660210609436,0.23446686565876007,0.23589202761650085,0.16225625574588776,0.5953056812286377,0.2202654629945755,0.42295652627944946,0.9085286458333334,0.0,0.61328125,0.6684027777777778,0.03529411926865578,1.0
1856,1.0,0.7855720520019531,0.5624608993530273,0.8356115818023682,0.21562139689922333,0.2263432890176773,0.14843422174453735,0.6603102684020996,0.20774729549884796,0.35668236017227173,0.8799913194444444,0.0,0.5593532986111112,0.7914496527777778,0.019607843831181526,1.0
1938,1.0,0.7319350838661194,0.5133302211761475,0.8012629151344299,0.2149519920349121,0.22136616706848145,0.15104857087135315,0.6115173697471619,0.20564177632331848,0.3897846043109894,0.9080946180555556,0.0007595486111111111,0.77734375,0.7427300347222222,0.0,1.0
1943,1.0,0.7779518961906433,0.5227107405662537,0.8244587779045105,0.22238975763320923,0.23131753504276276,0.15437833964824677,0.633427083492279,0.21290214359760284,0.39928919076919556,0.8997395833333334,0.00043402777777777775,0.5169270833333334,0.740234375,0.0117647061124444,1.0
2019,1.0,0.7627995610237122,0.5531399250030518,0.8256778717041016,0.18132145702838898,0.21701329946517944,0.13005438446998596,0.6468974947929382,0.19034738838672638,0.3551657199859619,0.880859375,0.0,0.8345269097222222,0.8218315972222222,0.0313725508749485,1.0
2167,1.0,0.7600107192993164,0.5119370222091675,0.8141195774078369,0.2258593887090683,0.22644907236099243,0.15514710545539856,0.6205599308013916,0.21114592254161835,0.4031749963760376,0.9066840277777778,0.00010850694444444444,0.5635850694444444,0.724609375,0.019607843831181526,1.0
2325,1.0,0.7516412734985352,0.5526378154754639,0.8190129399299622,0.19310253858566284,0.21998706459999084,0.138130784034729,0.6425065994262695,0.1966192126274109,0.35263288021087646,0.8863932291666666,0.00010850694444444444,0.8296440972222222,0.8129340277777778,0.0117647061124444,1.0
2396,1.0,0.7323376536369324,0.5269246697425842,0.8036973476409912,0.21295751631259918,0.23358742892742157,0.15011316537857056,0.6198952198028564,0.21259742975234985,0.3766106367111206,0.8845486111111112,0.0,0.7708333333333334,0.7287326388888888,0.0235294122248888,1.0
2443,1.0,0.7749642729759216,0.5444163680076599,0.8270489573478699,0.22058258950710297,0.2324543595314026,0.1528526097536087,0.6455703377723694,0.2142830640077591,0.37476646900177,0.8893229166666666,0.00010850694444444444,0.5450303819444444,0.7527126736111112,0.0117647061124444,1.0
2566,1.0,0.777708888053894,0.5197657346725464,0.8246251344680786,0.21912892162799835,0.2221711277961731,0.150884211063385,0.6316446661949158,0.20603635907173157,0.40095213055610657,0.9123263888888888,0.00010850694444444444,0.5088975694444444,0.7540147569444444,0.0117647061124444,1.0
2615,1.0,0.6858384013175964,0.4510961174964905,0.7675397992134094,0.21875783801078796,0.21585994958877563,0.1509101837873459,0.5573586225509644,0.2023383527994156,0.4416300058364868,0.9227430555555556,0.00010850694444444444,0.7923177083333334,0.6228298611111112,0.01568627543747425,1.0
2827,1.0,0.7454925179481506,0.5018126964569092,0.8066027164459229,0.21215777099132538,0.2208738476037979,0.14719758927822113,0.609419047832489,0.20330509543418884,0.40770360827445984,0.9123263888888888,0.001736111111111111,0.6756727430555556,0.7095269097222222,0.003921568859368563,1.0
2893,1.0,0.6866775155067444,0.48685407638549805,0.7728915810585022,0.22386355698108673,0.23023991286754608,0.15873414278030396,0.579209566116333,0.2152521312236786,0.4045344293117523,0.9052734375,0.0015190972222222222,0.8465711805555556,0.6720920138888888,0.003921568859368563,1.0
3130,1.0,0.7758689522743225,0.5150258541107178,0.8239962458610535,0.20460906624794006,0.21772322058677673,0.14258207380771637,0.6282405257225037,0.19750447571277618,0.4027887284755707,0.9097222222222222,0.00010850694444444444,0.6338975694444444,0.7663845486111112,0.01568627543747425,1.0
3259,1.0,0.7188717126846313,0.5570240020751953,0.8021113872528076,0.20962810516357422,0.22967182099819183,0.14875942468643188,0.6333564519882202,0.21026980876922607,0.3367326557636261,0.8747829861111112,0.0,0.8589409722222222,0.7601996527777778,0.0313725508749485,1.0
3520,1.0,0.7248332500457764,0.5221137404441833,0.7989345788955688,0.21454857289791107,0.23189972341060638,0.15181893110275269,0.6142844557762146,0.21183690428733826,0.37794411182403564,0.8862847222222222,0.00010850694444444444,0.8228081597222222,0.7389322916666666,0.01568627543747425,1.0
3680,1.0,0.7718656063079834,0.5438764095306396,0.8290488123893738,0.17910155653953552,0.20769478380680084,0.12687839567661285,0.644554853439331,0.18245501816272736,0.36588573455810547,0.8888888888888888,0.00010850694444444444,0.8266059027777778,0.8466796875,0.0117647061124444,1.0
3832,1.0,0.7236907482147217,0.5040687918663025,0.7949486970901489,0.21832174062728882,0.23101960122585297,0.15432175993919373,0.6028960347175598,0.21265628933906555,0.39894354343414307,0.9001736111111112,0.00021701388888888888,0.7810329861111112,0.7106119791666666,0.0117647061124444,1.0
3841,1.0,0.7593822479248047,0.5372332334518433,0.819142758846283,0.21074524521827698,0.2230885773897171,0.14791275560855865,0.6357934474945068,0.20530204474925995,0.37397074699401855,0.9044053819444444,0.0,0.7252604166666666,0.7783203125,0.003921568859368563,1.0
3951,1.0,0.7298921942710876,0.49658310413360596,0.7959214448928833,0.2279059886932373,0.2324555367231369,0.15960414707660675,0.6004670262336731,0.216524139046669,0.4102765917778015,0.9079861111111112,0.0,0.716796875,0.6961805555555556,0.0313725508749485,1.0
3976,1.0,0.7264242172241211,0.5459895730018616,0.8028573989868164,0.21549683809280396,0.24467357993125916,0.15499266982078552,0.6292223930358887,0.2203148454427719,0.3549095690250397,0.8336588541666666,0.0,0.8544921875,0.7679036458333334,0.0235294122248888,1.0
3979,1.0,0.7275986075401306,0.49788904190063477,0.7968401312828064,0.21258923411369324,0.22185806930065155,0.14867304265499115,0.6006526350975037,0.20401005446910858,0.40474241971969604,0.9069010416666666,0.00021701388888888888,0.76953125,0.7262369791666666,0.0117647061124444,1.0
3983,1.0,0.6817700266838074,0.4900590479373932,0.7707852125167847,0.22685003280639648,0.23179534077644348,0.15996970236301422,0.5793834328651428,0.2175488919019699,0.39903390407562256,0.9057074652777778,0.0,0.8420138888888888,0.6667751736111112,0.0235294122248888,1.0
4039,1.0,0.8020816445350647,0.5483289957046509,0.8417811393737793,0.20887696743011475,0.22255508601665497,0.14456328749656677,0.6576545238494873,0.2025570124387741,0.3781835734844208,0.8996310763888888,0.00021701388888888888,0.4839409722222222,0.7926432291666666,0.019607843831181526,1.0
4107,1.0,0.7278096675872803,0.5230885744094849,0.8004510402679443,0.2146526277065277,0.22898350656032562,0.15252985060214996,0.6159195303916931,0.2105836123228073,0.37880122661590576,0.9019097222222222,0.0,0.8241102430555556,0.7401258680555556,0.019607843831181526,1.0
4135,1.0,0.6860889792442322,0.5471537113189697,0.7801079154014587,0.23636415600776672,0.2724456191062927,0.16859018802642822,0.6152521371841431,0.24526070058345795,0.34089553356170654,0.7800564236111112,0.0,0.8101128472222222,0.7077907986111112,0.0235294122248888,1.0
4207,1.0,0.7455725073814392,0.5144574046134949,0.8083435297012329,0.21867085993289948,0.22241850197315216,0.15033671259880066,0.6170638203620911,0.2069171816110611,0.3938440978527069,0.9066840277777778,0.00021701388888888888,0.65625,0.7314453125,0.0117647061124444,1.0
4324,1.0,0.7906544208526611,0.5453699231147766,0.83528733253479,0.21648314595222473,0.2250610738992691,0.1489885002374649,0.6517606377601624,0.20711348950862885,0.3775777816772461,0.8969184027777778,0.0006510416666666666,0.5011935763888888,0.7797309027777778,0.0117647061124444,1.0
4656,1.0,0.7525348663330078,0.5481954216957092,0.8162011504173279,0.20671074092388153,0.27905985713005066,0.14853395521640778,0.6398454904556274,0.23572275042533875,0.3650553524494171,0.7505425347222222,0.0003255208333333333,0.7642144097222222,0.7386067708333334,0.007843137718737125,1.0
4708,1.0,0.7653216123580933,0.5580299496650696,0.8254204392433167,0.2044694423675537,0.23692743480205536,0.14513973891735077,0.6504927277565002,0.211111918091774,0.3550657033920288,0.8495008680555556,0.0,0.7596571180555556,0.7829861111111112,0.019607843831181526,1.0
4846,1.0,0.700415313243866,0.5409594774246216,0.7853460311889648,0.23808073997497559,0.2904883921146393,0.17195969820022583,0.6164968013763428,0.256509006023407,0.35846763849258423,0.7508680555555556,0.00010850694444444444,0.8567708333333334,0.6804470486111112,0.0117647061124444,1.0
4859,1.0,0.6440640687942505,0.427982896566391,0.7405250072479248,0.22348731756210327,0.22240035235881805,0.15788480639457703,0.5282209515571594,0.2090834230184555,0.4552944004535675,0.9182942708333334,0.0,0.8785807291666666,0.5775824652777778,0.03529411926865578,1.0
4866,1.0,0.7766484618186951,0.5128838419914246,0.8226634860038757,0.2215564250946045,0.22319716215133667,0.15243539214134216,0.6270643472671509,0.2069982886314392,0.4076772928237915,0.9131944444444444,0.00010850694444444444,0.5173611111111112,0.748046875,0.0117647061124444,1.0
4873,1.0,0.6843740940093994,0.50276118516922,0.775065541267395,0.22227351367473602,0.22631977498531342,0.1549261510372162,0.5881061553955078,0.2119724154472351,0.3827701807022095,0.8986545138888888,0.0,0.8404947916666666,0.6806640625,0.0313725508749485,1.0
4892,1.0,0.7275267243385315,0.4922713041305542,0.7960448861122131,0.20991674065589905,0.21818941831588745,0.14757183194160461,0.5972428917884827,0.2009650468826294,0.4104594588279724,0.9143880208333334,0.0,0.8006727430555556,0.7280815972222222,0.019607843831181526,1.0
4898,1.0,0.7221733331680298,0.5366179347038269,0.8019884824752808,0.19311094284057617,0.22174420952796936,0.13793335855007172,0.6223512887954712,0.1973986178636551,0.3575194776058197,0.8767361111111112,0.0,0.8917100694444444,0.7998046875,0.0235294122248888,1.0
4923,1.0,0.6942755579948425,0.4837154746055603,0.7770093083381653,0.2172839492559433,0.227680504322052,0.15338896214962006,0.5801084041595459,0.21044741570949554,0.40971270203590393,0.9025607638888888,0.00043402777777777775,0.8445095486111112,0.6783854166666666,0.007843137718737125,1.0
4943,1.0,0.7356358170509338,0.48671114444732666,0.7969290614128113,0.22977642714977264,0.23055234551429749,0.160202294588089,0.5965044498443604,0.2153114229440689,0.4230794310569763,0.9106987847222222,0.00043402777777777775,0.6706814236111112,0.6925998263888888,0.0117647061124444,1.0
4966,1.0,0.739544153213501,0.504827082157135,0.8015577793121338,0.23103076219558716,0.23940962553024292,0.16223183274269104,0.6088348031044006,0.22209329903125763,0.4068896770477295,0.8978949652777778,0.0009765625,0.654296875,0.6986762152777778,0.0117647061124444,1.0
5021,1.0,0.7857120037078857,0.5386195182800293,0.8307985663414001,0.2232498675584793,0.23304755985736847,0.15455472469329834,0.6458085775375366,0.21416878700256348,0.384487509727478,0.8922526041666666,0.00043402777777777775,0.4932725694444444,0.7533637152777778,0.0117647061124444,1.0
5055,1.0,0.7373200058937073,0.5117084980010986,0.8040832877159119,0.21010683476924896,0.22729192674160004,0.1473148614168167,0.612497091293335,0.20676128566265106,0.39392149448394775,0.8962673611111112,0.00010850694444444444,0.7533637152777778,0.728515625,0.007843137718737125,1.0
5080,1.0,0.8055393695831299,0.5607179403305054,0.8473137617111206,0.19144879281520844,0.2089550644159317,0.13208705186843872,0.6665915250778198,0.1882822960615158,0.3637056350708008,0.8999565972222222,0.0,0.5217013888888888,0.8407118055555556,0.0117647061124444,1.0
5081,1.0,0.790014386177063,0.6014050841331482,0.8449938297271729,0.20070451498031616,0.22072573006153107,0.1411212533712387,0.6855683922767639,0.2015155404806137,0.31595003604888916,0.8709852430555556,0.0,0.7138671875,0.8359375,0.0117647061124444,1.0
5122,1.0,0.6929423809051514,0.49386489391326904,0.7781569361686707,0.2156098186969757,0.23076018691062927,0.15234529972076416,0.5857983827590942,0.21158772706985474,0.3972867727279663,0.8887803819444444,0.00010850694444444444,0.8659939236111112,0.6783854166666666,0.01568627543747425,1.0
5318,1.0,0.7470580339431763,0.5617923736572266,0.8183997869491577,0.19201955199241638,0.22598358988761902,0.13558314740657806,0.6464400291442871,0.1988646388053894,0.3392799496650696,0.8508029513888888,0.0,0.8546006944444444,0.8009982638888888,0.019607843831181526,1.0
5348,1.0,0.7224018573760986,0.5368187427520752,0.7981209754943848,0.23278141021728516,0.24477967619895935,0.16435633599758148,0.6220965385437012,0.22847159206867218,0.36650294065475464,0.8830295138888888,0.0,0.7059461805555556,0.7242838541666666,0.027450980618596077,1.0
5400,1.0,0.6892318725585938,0.5063283443450928,0.7786386013031006,0.21139895915985107,0.2340816855430603,0.14935527741909027,0.592059850692749,0.21118180453777313,0.3808974027633667,0.8682725694444444,0.00010850694444444444,0.8728298611111112,0.7169053819444444,0.019607843831181526,1.0
5482,1.0,0.6696699857711792,0.4839073717594147,0.7635782957077026,0.22027719020843506,0.22953669726848602,0.15636275708675385,0.5713328719139099,0.21332892775535583,0.40042489767074585,0.9031032986111112,0.0,0.8809678819444444,0.6633029513888888,0.01568627543747425,1.0
5512,1.0,0.7173504829406738,0.5162917971611023,0.7925261855125427,0.2384159117937088,0.2312467098236084,0.16392932832241058,0.6078990697860718,0.2204502373933792,0.3821141719818115,0.9070095486111112,0.0,0.7019314236111112,0.6946614583333334,0.03529411926865578,1.0
5530,1.0,0.7755770087242126,0.5174305438995361,0.8216269016265869,0.2307322919368744,0.2357621043920517,0.15912756323814392,0.6292946338653564,0.2183115929365158,0.4058781862258911,0.9020182291666666,0.0003255208333333333,0.4536675347222222,0.7101779513888888,0.007843137718737125,1.0
5551,1.0,0.7780118584632874,0.557165801525116,0.8305006623268127,0.21718859672546387,0.2359202802181244,0.15226779878139496,0.6543589234352112,0.2152734100818634,0.3623688817024231,0.8745659722222222,0.00021701388888888888,0.6090494791666666,0.7692057291666666,0.007843137718737125,1.0
5562,1.0,0.7565755248069763,0.5307202339172363,0.814211905002594,0.23273533582687378,0.24018940329551697,0.16263441741466522,0.6305690407752991,0.2232721447944641,0.3848096430301666,0.8905164930555556,0.0022786458333333335,0.5808376736111112,0.7248263888888888,0.0,1.0
5655,1.0,0.7756931781768799,0.6429036259651184,0.8378417491912842,0.2333848923444748,0.3093704283237457,0.17127548158168793,0.7048306465148926,0.2670151889324188,0.2814461290836334,0.6015625,0.0005425347222222222,0.7980685763888888,0.7887369791666666,0.003921568859368563,1.0
5657,1.0,0.7406760454177856,0.4948814809322357,0.8016374111175537,0.2273610383272171,0.22860996425151825,0.15579436719417572,0.603344202041626,0.21310631930828094,0.4158009886741638,0.9052734375,0.0,0.5920138888888888,0.6867404513888888,0.0313725508749485,1.0
5836,1.0,0.76698237657547,0.5095946192741394,0.8180044889450073,0.21521157026290894,0.221700519323349,0.1487075835466385,0.6217122673988342,0.20422185957431793,0.40725404024124146,0.91015625,0.0,0.5887586805555556,0.7408854166666666,0.0117647061124444,1.0
5837,1.0,0.7315244674682617,0.529747486114502,0.8044657707214355,0.2077527493238449,0.22327686846256256,0.14583441615104675,0.6213967204093933,0.20359444618225098,0.36976420879364014,0.8904079861111112,0.0,0.8400607638888888,0.7607421875,0.019607843831181526,1.0
5934,1.0,0.800171971321106,0.5460379719734192,0.8391411900520325,0.22156071662902832,0.23207876086235046,0.1524525135755539,0.6554377675056458,0.21273173391819,0.38252124190330505,0.896484375,0.00010850694444444444,0.4027777777777778,0.7561848958333334,0.01568627543747425,1.0
5974,1.0,0.717731237411499,0.4854736924171448,0.7900229096412659,0.2126295417547226,0.22004054486751556,0.1477770209312439,0.5896373987197876,0.20302079617977142,0.41470447182655334,0.9124348958333334,0.0,0.7798394097222222,0.6934678819444444,0.0235294122248888,1.0
6007,1.0,0.7896203398704529,0.5403803586959839,0.8336524963378906,0.21720102429389954,0.2251986712217331,0.15109029412269592,0.6483361721038818,0.20771494507789612,0.38291364908218384,0.9041883680555556,0.0,0.5390625,0.771484375,0.019607843831181526,1.0
6100,1.0,0.6929793953895569,0.4956890642642975,0.7774693369865417,0.22774536907672882,0.2320016771554947,0.15958303213119507,0.5868018269538879,0.2177744060754776,0.3973720073699951,0.9095052083333334,0.00021701388888888888,0.7890625,0.6628689236111112,0.007843137718737125,1.0
6140,1.0,0.7246549129486084,0.4873162508010864,0.7930517792701721,0.2231963574886322,0.2230490744113922,0.1525096744298935,0.593134343624115,0.20813196897506714,0.4157579243183136,0.9113498263888888,0.00010850694444444444,0.6840277777777778,0.6764322916666666,0.0117647061124444,1.0
6167,1.0,0.7515854835510254,0.5121667981147766,0.8095669746398926,0.22660380601882935,0.2334289252758026,0.1573086977005005,0.6176565885543823,0.21620996296405792,0.4011375308036804,0.9024522569444444,0.0,0.6202256944444444,0.7180989583333334,0.019607843831181526,1.0
6264,1.0,0.7573984861373901,0.5012400150299072,0.8127472400665283,0.20928935706615448,0.2153787612915039,0.14410874247550964,0.6133431792259216,0.19780385494232178,0.4110071659088135,0.9128689236111112,0.0005425347222222222,0.6396484375,0.7389322916666666,0.0117647061124444,1.0
6374,1.0,0.7130297422409058,0.4767165184020996,0.7826001644134521,0.2432081699371338,0.23558762669563293,0.16838672757148743,0.5822449922561646,0.2237137258052826,0.4278777837753296,0.9113498263888888,0.0,0.6578776041666666,0.6475694444444444,0.0235294122248888,1.0
6423,1.0,0.6819576621055603,0.44244876503944397,0.7642889022827148,0.21201738715171814,0.2091355174779892,0.14926280081272125,0.5507516860961914,0.19627271592617035,0.4496750831604004,0.9264322916666666,0.00021701388888888888,0.857421875,0.6641710069444444,0.003921568859368563,1.0
6426,1.0,0.7945057153701782,0.546951174736023,0.8365554213523865,0.22388391196727753,0.22752101719379425,0.15434373915195465,0.6539848446846008,0.21118681132793427,0.37898796796798706,0.9012586805555556,0.0015190972222222222,0.4248046875,0.7659505208333334,0.0,1.0
6442,1.0,0.7441712617874146,0.552910566329956,0.8127208352088928,0.21926119923591614,0.24110300838947296,0.15603375434875488,0.6397159099578857,0.22034622728824615,0.3549745976924896,0.8732638888888888,0.0,0.7605251736111112,0.7532552083333334,0.01568627543747425,1.0
6470,1.0,0.752204179763794,0.5300695896148682,0.812709391117096,0.22662444412708282,0.23791635036468506,0.1581857055425644,0.6287087202072144,0.21957692503929138,0.38244935870170593,0.8846571180555556,0.0,0.6365017361111112,0.7354600694444444,0.0313725508749485,1.0
6488,1.0,0.7397701740264893,0.5297402739524841,0.8080499172210693,0.21086610853672028,0.22989489138126373,0.14868620038032532,0.624266505241394,0.20928478240966797,0.3751092553138733,0.8859592013888888,0.00021701388888888888,0.7785373263888888,0.7455512152777778,0.007843137718737125,1.0
6636,1.0,0.7032709121704102,0.4630335569381714,0.7792760729789734,0.2100359946489334,0.21225400269031525,0.1461276412010193,0.5709162354469299,0.19755493104457855,0.4342038035392761,0.9243706597222222,0.00021701388888888888,0.7979600694444444,0.6625434027777778,0.007843137718737125,1.0
6749,1.0,0.7257216572761536,0.48676598072052,0.7907114028930664,0.24328768253326416,0.2364087849855423,0.1682673990726471,0.5928635001182556,0.22417597472667694,0.4216287136077881,0.9083116319444444,0.0,0.6185980902777778,0.6668836805555556,0.0235294122248888,1.0
6797,1.0,0.7321465015411377,0.5355689525604248,0.8038704991340637,0.23011915385723114,0.23015272617340088,0.1592129021883011,0.624932050704956,0.2174256443977356,0.3665693402290344,0.9027777777777778,0.00010850694444444444,0.7240668402777778,0.7185329861111112,0.019607843831181526,1.0
6807,1.0,0.7851779460906982,0.541212260723114,0.8315879106521606,0.21776267886161804,0.22734685242176056,0.15125389397144318,0.6472607851028442,0.20928965508937836,0.380686491727829,0.8997395833333334,0.0007595486111111111,0.5414496527777778,0.76953125,0.007843137718737125,1.0
6809,1.0,0.7032841444015503,0.44272366166114807,0.7754080891609192,0.21283060312271118,0.21118992567062378,0.14640946686267853,0.5585572719573975,0.1964542418718338,0.45674949884414673,0.9231770833333334,0.0,0.7674696180555556,0.6321614583333334,0.0235294122248888,1.0
6850,1.0,0.7539768815040588,0.5169883966445923,0.8134872317314148,0.20789191126823425,0.22107897698879242,0.1453523337841034,0.6216488480567932,0.20178340375423431,0.39297908544540405,0.904296875,0.00010850694444444444,0.7335069444444444,0.7682291666666666,0.01568627543747425,1.0
6869,1.0,0.7234548926353455,0.5249820947647095,0.7974149584770203,0.23258015513420105,0.23255695402622223,0.1617470234632492,0.6153829097747803,0.21991263329982758,0.37599197030067444,0.8974609375,0.0,0.7271050347222222,0.71875,0.027450980618596077,1.0
6907,1.0,0.7500331997871399,0.5140178203582764,0.8104562759399414,0.21843843162059784,0.22100162506103516,0.15040786564350128,0.6183803677558899,0.2056906521320343,0.39542239904403687,0.9067925347222222,0.0,0.6592881944444444,0.7395833333333334,0.0235294122248888,1.0
7124,1.0,0.7369263768196106,0.4849388301372528,0.7976337671279907,0.22834518551826477,0.22115498781204224,0.15914911031723022,0.5959303379058838,0.20947420597076416,0.42446327209472656,0.9206814236111112,0.0009765625,0.6704644097222222,0.7084418402777778,0.0,1.0
7575,1.0,0.7581286430358887,0.5286722183227539,0.8168542385101318,0.21240265667438507,0.23080797493457794,0.14845353364944458,0.6301324367523193,0.20966589450836182,0.3838019371032715,0.8845486111111112,0.0006510416666666666,0.6843532986111112,0.7445746527777778,0.007843137718737125,1.0
7607,1.0,0.7681760191917419,0.6132493615150452,0.831803560256958,0.2244470864534378,0.2906002402305603,0.1624542474746704,0.6844875812530518,0.2513941824436188,0.305223286151886,0.681640625,0.00010850694444444444,0.7048611111111112,0.7868923611111112,0.0117647061124444,1.0
